EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
1217,2,22,4,2,11729,07/05/21,4,80,1,Life Sciences,Travel Rarely,Yes,15,48,2,3,1175,0,m,Y,3,3,1,Key talent,1,0,30,4,Research&Development,4848,4,MARRIED,2,0,3,Laboratory Technician
1218,12,23,3,2,14767,27/06/20,4,80,1,Medical,Travel_Rarely,NO,5,35,2,4,751,No,f,Y,3,2,0,Top performer,1,0,39,4,research & development,nan,3,D,3,2,3,Research Scientist
1219,5,24,3,3,23481,16/03/21,4,80,1,Life Sciences,Travel_Rarely,N,5,33,1,3,686,No,Female,Y,4,1,3,High potential,2,2,29,4,Research and Development,$9762.0,3,Married,2,0,3,Manufacturing Director
1220,1,23,3,1,6807,17/05/18,3,80,1,Other,Travel_Rarely,NO,5,59,1,3,329,N,male,Y,4,2,0,Needs improvement,4,0,56,,Research & Development,11181,4,Single,4,0,3,Laboratory Technician
1221,,17,1,9,20354,18/04/13,2,80,1,Life Sciences,No Travel,No,15,75,0,3,1253,Yes,M,Y,2,3,0,Average,1,0,26.0 years,3,sales,4508,2,MARRIED,2,1,3,Sales Executive
1222,1,20,,1,18009,29/07/12,4,80,1,Human Resources,Rarely,no,14 km,56,1,4,154,Y,Male,Y,4,1,1,Average,3,1,39,1,research & development,10937,2,Married,4,1,2,Laboratory Technician
1223,2,15,3,2,21146,09/03/22,3,80,1,Technical Degree,Travel_Rarely,No,4,74,0,3,370,N,male,Y,4,5,2,Excellent team player,1,3,42,3,Research & Development,5023,3,MARRIED,3,0,1,Research Scientist
1224,15,14,0,10,23901,12/03/17,3,80,1,Medical,Travel_Frequently,no,3 km,66,6,3,1223,NO,m,Y,2,3,1,Flight risk,1,2,40.0 years,4,Saless,5270,3,single,3,7,2,Sales Executive
1225,13,16,1,12,19198,10-17-2019,4,80,1,Medical,Frequently,Yes,5,38,7,3,1192,Y,male,Y,4,1,3,Excellent team player,1,2,35,1,Saless,5915,2,MARRIED,4,3,2,Sales Executive
1226,2,19,2,2,5101,01-15-2005,4,80,1,Medical,travel_rarely,N,6,90,0,3,1422,N,MALE,Y,3,4,1,On PIP,1,0,nan,4,Research and Development,nan,3,single,3,2,3,Healthcare Representative
1227,28,16,3,0,3654,01-30-2018,3,80,1,Medical,Rarely,No,2,64,0,3,1069,N,Female,Y,4,5,0,,4,1,37,3,Saless,nan,,married,2,0,4,Manager
1228,2,18,0,2,18515,21/08/08,2,80,1,Life Sciences,travel_rarely,no,12,76,2,3,1477,No,F,Y,4,2,0,Exceeded expectations,2,0,35.0 years,4,R&D,7388,1,MARRIED,2,0,4,Healthcare Representative
1229,40,11,1,2,26806,27/02/09,2,80,1,Life Sciences,non-travel,no,5,50,2,3,1275,No,female,Y,4,1,2,Needs improvement,1,3,45,4,Research & Development,4082,2,MARRIED,4,0,4,Research Scientist
1230,13,22,1,1,2394,23/03/14,3,80,1,Medical,Frequently,No,3,46,1,3,429,yes,m,Y,3,2,1,Flight risk,5,1,56,4,research & development,18181,4,SINGLE,4,1,3,Research Scientist
1231,4,24,2,4,9319,08/06/23,2,80,1,,Travel_Rarely,Y,1,84,2,3,215,0,female,Y,3,4,1,Key talent,4,1,31,4,Research and Development,13030,4,M,2,0,3,Laboratory Technician
1232,1,16,2,1,5573,07-24-2005,2,80,1,Medical,travel_frequently,YES,2 km,35,1,3,422,FALSE,f,Y,3,2,0,Key talent,3,2,24,,research & development,12270,1,Single,4,1,3,Manufacturing Director
1233,3,24,1,3,11173,10/07/18,3,80,1,,None,yes,23,64,3,3,662,YES,FEMALE,Y,3,4,3,Meets expectations,4,0,36,3,Research & Development,14028,1,SINGLE,3,2,2,Research Director
1234,2,24,0,0,9106,15/04/07,3,80,1,Life Sciences,Travel_Rarely,no,2,79,0,4,328,FALSE,f,Y,2,3,0,Top performer,1,3,60,4,,4218,1,divorced,4,0,1,Sales Executive
1235,9,12,1,0,24009,05/06/19,3,80,1,Life Sciences,travel_rarely,NO,1,66,0,3,459,no,F,Y,3,3,0,Recently promoted,3,0,29,1,sales,11927,2,divorced,4,0,3,Sales Executive
1236,4,13,1,2,13147,01/06/17,2,80,1,Life Sciences,Travel Rarely,No,4,42,0,3,1128,N,MALE,Y,4,2,0,Needs improvement,3,0,51,4,Research & Development,9908,4,MARRIED,2,2,5,Manufacturing Director
1237,3,16,3,0,23012,09/04/21,2,80,1,Life Sciences,Travel_Rarely,Y,2,54,0,3,127,N,male,Y,4,2,0,,4,0,52,2,Research & Development,$14957.0,,Married,4,0,2,Healthcare Representative
1238,14,12,2,4,7060,11/11/12,2,80,1,Life Sciences,Rarely,Yes,1,30,2,3,1487,no,Female,Y,4,1,0,Excellent team player,3,2,32,3,SALES,$11319.0,2,Divorced,3,4,1,Sales Representative
1239,2,14,4,2,18326,30/09/17,3,80,1,Life Sciences,Travel Rarely,YES,3,78,2,4,1354,NO,f,Y,2,2,1,Flight risk,1,2,42,4,research & development,4105,3,Divorsed,4,1,4,Manufacturing Director
1240,8,16,,8,26131,04/09/08,0,80,1,Marketing,Rarely,No,6,64,3,4,968,TRUE,F,Y,3,3,3,Meets expectations,3,0,51.0 years,3,Sales,11792,,Single,3,0,2,Manager
1241,2,15,1,1,24653,07/07/13,3,80,1,,travel_frequently,no,6,82,1,3,1394,N,Male,Y,3,4,1,Recently promoted,1,0,33,3,Research & Development,$5819.0,3,divorced,4,0,4,Laboratory Technician
1242,12,16,3,2,14842,23/05/14,2,80,1,Medical,Non-Travel,NO,3,81,2,3,1427,Y,Male,Y,2,4,0,Top performer,1,3,35,2,R&D,6736,4,MARRIED,3,0,4,Healthcare Representative
1243,9,16,4,9,12933,25/07/17,2,80,1,Life Sciences,Travel Frequently,Y,4,83,2,3,127,Yes,MALE,Y,3,0,0,Excellent team player,1,0,31,4,Research&Development,6449,2,MARRIED,3,0,5,Research Director
1244,16,18,0,3,8632,07/04/11,4,80,1,Technical Degree,Travel Rarely,N,26 km,76,1,3,843,0,female,Y,3,1,2,Meets expectations,4,1,27,2,R&D,14736,2,SINGLE,4,3,3,Healthcare Representative
1245,0,19,2,0,8755,25/11/10,1,80,1,Medical,Travel Rarely,no,3,72,0,3,1322,TRUE,Male,Y,4,4,0,Flight risk,1,1,31,1,research & development,3308,3,married,1,0,3,Research Scientist
1246,2,15,3,0,13130,14/06/09,3,80,1,Life Sciences,travel_rarely,No,2,49,0,3,1205,N,M,Y,4,5,0,Recently promoted,2,2,25,3,research & development,11672,4,SINGLE,2,0,3,Research Scientist
1247,1,16,3,1,24973,07/03/09,1,80,1,Medical,Travel_Rarely,no,2,62,1,3,1211,FALSE,m,Y,4,1,0,Flight risk,2,1,37,3,Research and Development,5894,,single,3,1,3,Laboratory Technician
1248,2,16,3,2,7589,12-18-2022,2,80,1,Life Sciences,Travel_Rarely,N,4,45,1,4,679,0,m,Y,3,3,2,Meets expectations,5,0,30,3,Research&Development,nan,1,single,1,2,3,Laboratory Technician
1249,1,16,,1,13612,12-19-2015,2,80,1,Medical,travel_frequently,N,11,36,1,3,550,FALSE,f,Y,2,2,1,Exceeded expectations,1,3,39,2,research & development,5646,2,Divorced,4,0,2,Healthcare Representative
1250,8,12,,0,16843,06/04/13,4,80,1,Life Sciences,Rarely,Yes,1,99,0,4,532,0,FEMALE,Y,4,2,0,Good performer,3,0,22.0 years,3,Research&Development,9238,3,DIVORCED,4,0,3,Research Scientist
1251,9,14,4,7,20888,22/08/13,2,80,1,Other,Travel Rarely,Y,9,50,1,4,473,0,F,Y,2,3,2,Remote worker,4,0,39,4,R&D,13813,2,SINGLE,2,0,3,Research Scientist
1252,18,11,4,5,21417,15/05/20,4,80,1,Medical,Rarely,no,1,65,2,3,534,N,Male,Y,3,4,1,Recently promoted,2,0,44.0 years,4,,7881,1,Divorsed,4,4,4,Manufacturing Director
1253,5,24,0,1,14015,09-21-2004,4,80,1,Life Sciences,travel_frequently,no,4,83,1,3,1310,N,F,Y,2,2,1,Top performer,2,3,19.0 years,4,,9958,2,D,4,0,4,Research Scientist
1254,7,22,2,7,14672,12/03/19,3,80,1,Medical,Rarely,yes,11,48,0,3,317,0,MALE,Y,4,3,2,Flight risk,3,1,40,4,research & development,9930,3,Married,3,6,3,Research Scientist
1255,40,11,3,4,4976,30/01/08,3,80,1,Life Sciences,Rarely,NO,3,54,3,3,1231,no,FEMALE,Y,1,3,0,Top performer,4,0,48,2,Sales,nan,,single,2,3,2,Sales Executive
1256,7,11,1,7,19855,31/05/12,4,80,1,Marketing,travel_rarely,N,6,96,1,3,1047,1,male,Y,2,3,3,Good performer,3,1,26,3,research & development,nan,4,Married,4,3,4,Laboratory Technician
1257,8,17,1,8,13891,17/03/09,3,80,1,Medical,Travel Rarely,Y,1,82,6,3,448,Yes,M,Y,4,3,2,Average,1,0,52,4,Saless,7602,3,D,3,-1,3,Sales Executive
1258,40,11,2,2,8595,03-17-2009,3,80,1,Medical,Frequently,yes,10,77,0,4,887,N,f,Y,2,0,2,Remote worker,4,3,40,2,research & development,12394,3,Married,2,1,4,Healthcare Representative
1259,40,16,1,3,19526,23/04/16,3,80,1,Life Sciences,Travel_Rarely,YES,1,71,2,3,125,YES,FEMALE,Y,4,0,1,Average,2,0,30,1,Research and Development,$8490.0,3,Married,4,2,4,Laboratory Technician
1260,5,12,2,2,15404,08-29-2004,2,80,1,Technical Degree,Rarely,yes,15,76,2,3,1171,N,MALE,Y,3,3,0,Meets expectations,2,1,36,3,Research & Development,7847,3,M,3,1,1,Healthcare Representative
1261,10,16,2,6,20952,09/04/17,2,80,1,Marketing,Frequently,N,1,71,0,3,958,0,female,Y,4,3,0,High potential,3,1,42,3,SALES,10852,4,Married,4,6,4,Sales Executive
1262,6,16,,4,19992,25/02/09,4,80,1,Life Sciences,Travel_Rarely,YES,16,31,1,3,469,Y,m,Y,3,1,4,,1,0,37,1,R&D,6214,4,Married,4,4,1,Research Scientist
1263,12,22,2,7,14825,31/01/15,4,80,1,Life Sciences,Travel Rarely,no,3,35,3,3,1137,1,MALE,Y,3,3,5,,3,2,41,2,research & development,13506,3,S,1,2,3,Research Scientist
1264,27,21,2,0,23936,04/02/05,3,80,1,Life Sciences,Travel_Rarely,No,10 km,75,0,3,1310,FALSE,Male,Y,4,4,0,Meets expectations,2,0,28,4,research & development,8377,4,S,4,0,3,Research Scientist
1265,3,13,1,3,20281,06-23-2015,3,80,1,Other,Travel Rarely,no,3,95,0,3,983,NO,m,Y,3,3,0,,4,1,38,2,R&D,nan,3,divorced,4,3,2,Laboratory Technician
1266,17,18,3,1,4192,01/05/10,4,80,1,Life Sciences,travel_rarely,N,18 km,69,1,4,378,NO,M,Y,3,3,1,Exceeded expectations,1,2,24,3,Research and Development,5493,2,Divorsed,3,0,4,Research Scientist
1267,10,21,2,1,14264,01/01/11,3,80,1,Medical,travel_rarely,No,1,87,0,3,440,NO,male,Y,2,3,1,Exceeded expectations,2,1,35,,Research & Development,9526,2,S,4,0,1,Laboratory Technician
1268,3,14,2,3,3091,07-19-2012,3,80,1,Life Sciences,Rarely,N,1,62,3,3,1451,No,Male,Y,2,2,3,Average,3,0,28,4,Research and Development,10305,3,Divorsed,3,0,2,Laboratory Technician
1269,15,23,0,0,19083,19/02/12,3,80,1,Life Sciences,Rarely,no,5,91,0,3,706,Yes,Female,Y,4,3,0,Key talent,1,3,30,4,Research&Development,nan,1,MARRIED,3,0,3,Research Scientist
1270,5,17,3,1,22476,08/04/08,2,80,1,Medical,Non Travel,YES,1,41,0,3,1148,1,M,Y,2,1,0,,1,0,nan,2,Research and Development,6665,2,MARRIED,4,1,4,Research Scientist
1271,1,14,2,1,12093,23/11/10,2,80,1,Human Resources,travel_frequently,N,1,78,1,3,628,No,female,Y,3,3,0,Average,5,1,46,2,Sales,18623,1,MARRIED,4,0,4,Sales Representative
1272,40,11,2,2,4178,01-26-2010,4,80,1,Medical,Non-Travel,Y,23,34,1,3,525,no,MALE,Y,3,3,0,,1,2,42,3,Sale,4009,4,divorced,1,2,4,Manager
1273,5,16,0,1,19116,28/05/22,4,80,1,Marketing,travel_rarely,Y,29,80,1,3,128,YES,female,Y,3,1,1,Exceeded expectations,5,3,27,1,Research and Development,16747,1,Divorsed,3,1,3,Research Scientist
1274,7,15,3,6,15592,10-23-2004,3,80,1,Medical,Travel Frequently,No,3,98,1,3,1055,NO,MALE,Y,2,1,1,Top performer,1,1,34,3,sales,5359,3,Single,4,2,3,Sales Executive
1275,16,19,1,6,10704,21/09/18,3,80,1,Life Sciences,Rarely,No,20,61,1,3,422,TRUE,M,Y,4,2,3,Recently promoted,2,0,47,3,Sales,5943,4,D,1,1,1,Manager
1276,32,24,0,1,4687,15/07/21,4,80,1,Life Sciences,Travel_Rarely,NO,6,78,0,3,412,0,M,Y,2,3,0,High potential,3,2,38,2,research & development,13392,3,single,4,1,2,Research Scientist
1277,20,24,2,2,5756,06/09/08,3,80,1,Medical,Frequently,Y,2,89,0,3,683,No,Male,Y,4,2,1,Meets expectations,3,0,57,2,Research & Development,10981,3,Married,3,2,3,Research Director
1278,7,19,0,1,8061,16/11/06,2,80,1,Human Resources,travel_frequently,NO,9,75,1,4,1393,FALSE,Male,Y,4,2,1,Good performer,2,0,40,2,sales,nan,4,M,3,0,3,Sales Executive
1279,7,22,0,5,10623,08/11/06,3,80,1,Technical Degree,Travel_Frequently,NO,8,97,0,3,861,NO,Female,Y,2,3,0,,2,3,38,1,Research&Development,nan,2,Married,2,2,3,Healthcare Representative
1280,3,21,3,2,24918,06-28-2007,2,80,1,Life Sciences,travel_frequently,N,29,70,0,3,394,Y,F,Y,4,2,1,,3,1,34,4,Research & Development,nan,2,S,2,0,4,Research Scientist
1281,,23,4,0,23769,07-22-2021,4,80,1,Life Sciences,No Travel,no,2,96,0,3,755,Yes,FEMALE,Y,3,2,0,Meets expectations,1,0,38,4,Sales,4093,4,DIVORCED,3,0,3,Manager
1282,29,18,2,0,6494,01/07/20,3,80,1,Life Sciences,travel_rarely,Y,8 km,42,0,3,885,N,F,Y,4,5,0,Meets expectations,2,1,35,2,Research and Development,8328,1,S,3,0,1,Research Scientist
1283,12,17,3,1,3279,04-22-2015,1,80,1,Technical Degree,Travel_Rarely,no,1,47,0,3,322,NO,M,Y,3,4,0,High potential,1,0,43.0 years,1,sales,6010,,S,3,0,2,Sales Representative
1284,0,24,2,0,8538,07/01/14,4,80,1,Technical Degree,travel_rarely,yes,1,80,0,3,174,NO,Male,Y,2,2,0,High potential,2,0,45,4,sales,$8242.0,1,married,2,0,4,Sales Executive
1285,1,12,2,0,4221,13/07/22,4,80,1,Marketing,Rarely,N,1 km,65,0,3,201,N,male,Y,4,3,0,Excellent team player,1,0,29,4,H.R.,nan,,married,3,0,4,Human Resources
1286,25,24,3,1,7164,09/05/21,3,80,1,Life Sciences,None,N,29,63,1,3,984,NO,Male,Y,4,3,1,Remote worker,1,2,25,4,,nan,3,divorced,4,1,4,Manufacturing Director
1287,18,18,0,0,2854,06/02/07,3,80,1,Medical,Non Travel,N,12,41,0,4,272,No,male,Y,1,5,0,Exceeded expectations,2,2,20,3,R&D,nan,4,MARRIED,3,0,2,Laboratory Technician
1288,6,13,2,6,5212,19/10/06,3,80,1,Medical,Travel_Rarely,no,12,34,4,4,1127,FALSE,MALE,Y,4,3,0,Recently promoted,1,1,41,3,Research & Development,7224,3,SINGLE,3,1,5,Research Director
1289,9,16,1,6,20970,10/05/09,3,80,1,Life Sciences,Frequently,Yes,5,77,1,3,494,yes,MALE,Y,4,3,1,Top performer,1,0,27,4,Research&Development,nan,4,D,1,2,2,Laboratory Technician
1290,3,20,1,1,23224,07/01/20,3,80,1,Medical,Travel Rarely,N,2,69,1,3,932,no,m,Y,3,4,1,,3,1,nan,3,R&D,12214,3,married,3,1,1,Healthcare Representative
1291,15,17,0,1,21152,01/04/08,3,80,1,Life Sciences,Travel Frequently,No,1,42,0,3,1103,no,f,Y,1,1,1,High potential,2,0,40,4,Research&Development,8441,4,SINGLE,4,1,5,Laboratory Technician
1292,9,22,3,9,16385,12/06/20,4,80,1,Life Sciences,Non-Travel,no,2,55,7,3,266,FALSE,f,Y,3,3,0,Flight risk,4,1,59,4,R&D,11745,3,MARRIED,3,2,2,Research Director
1293,,16,0,1,25612,19/01/11,3,80,1,Technical Degree,travel_rarely,yes,3 km,43,1,3,399,YES,MALE,Y,4,2,1,Recently promoted,3,2,36,4,R&D,nan,1,M,4,1,3,Research Director
1294,4,15,2,4,14530,13/07/19,2,80,1,Marketing,Rarely,YES,11,40,0,4,217,0,Female,Y,2,5,1,Key talent,1,1,44,4,Research and Development,5682,4,M,3,1,2,Research Scientist
1295,5,14,1,1,5340,08/02/14,2,80,1,Medical,Rarely,NO,6,67,0,3,611,No,Female,Y,3,5,1,Flight risk,2,1,37,2,sales,7983,2,Married,1,1,3,Sales Representative
1296,2,12,2,0,23643,11/11/18,1,80,1,Medical,travel_rarely,No,1 km,86,0,4,711,FALSE,Male,Y,3,2,0,Exceeded expectations,1,3,36,2,Saless,$5659.0,3,Divorced,3,0,4,Sales Representative
1297,29,19,1,5,25124,14/04/20,3,80,1,Life Sciences,travel_rarely,no,1,51,5,3,1298,Yes,M,Y,2,2,3,,3,1,45,,Sales,13514,4,D,4,0,3,Sales Executive
1298,29,24,2,4,11811,01-25-2012,2,80,1,Marketing,travel_rarely,N,1,45,1,3,258,NO,m,Y,3,2,2,Exceeded expectations,5,1,34,4,Research and Development,18089,4,Married,3,3,3,Laboratory Technician
1299,17,17,0,17,2275,10/08/19,4,80,1,Marketing,travel_rarely,Y,4,58,1,3,1350,No,Female,Y,1,1,2,,2,1,39,,HR,nan,3,SINGLE,4,7,2,Human Resources
1300,27,17,2,8,25582,18/05/23,4,80,1,Marketing,Rarely,No,21,31,0,4,1161,NO,f,Y,3,3,0,,3,0,39,1,sales,11142,3,D,3,4,3,Sales Representative
1301,10,14,2,2,14295,03/12/08,4,80,1,Medical,Non Travel,YES,8,83,1,3,562,no,m,Y,3,3,0,Meets expectations,1,1,30,4,Research&Development,3789,3,M,2,0,3,Research Scientist
1302,2,24,2,2,22247,03/05/23,4,80,1,Life Sciences,Travel Frequently,No,12,31,1,3,203,No,M,Y,2,3,1,Recently promoted,2,1,45,3,,7913,4,married,4,1,2,Research Scientist
1303,14,15,6,8,2714,21/10/23,2,80,1,Life Sciences,Travel_Rarely,No,5 km,32,1,3,1081,0,MALE,Y,4,3,4,Exceeded expectations,4,0,35,4,Research and Development,12792,4,MARRIED,3,1,3,Laboratory Technician
1304,3,16,0,3,8054,08/10/14,3,80,1,Medical,Travel_Rarely,NO,3,85,0,3,1316,NO,Male,Y,3,1,1,Flight risk,1,0,30,,R&D,$7337.0,3,DIVORCED,4,1,2,Laboratory Technician
1305,5,22,4,1,2809,13/07/04,3,80,1,Life Sciences,travel_rarely,Y,1,40,0,3,349,No,M,Y,3,3,0,On PIP,1,3,41,2,Research & Development,6185,3,married,3,1,4,Healthcare Representative
1306,3,21,1,1,22110,06/10/19,2,80,1,Marketing,Travel Rarely,N,16,61,1,3,1136,Y,FEMALE,Y,4,5,0,,2,1,28,1,Research & Development,8780,2,Single,4,1,3,Research Director
1307,5,22,2,1,15215,02/08/07,4,80,1,Life Sciences,Rarely,yes,12,33,1,3,666,FALSE,FEMALE,Y,2,3,1,High potential,3,0,37,3,sales,12853,2,M,4,0,2,Sales Executive
1308,11,12,5,9,22362,16/10/12,3,80,1,Life Sciences,Rarely,YES,1,38,1,3,696,N,Female,Y,2,1,1,Flight risk,2,0,36,1,Research & Development,4969,4,Divorced,4,0,3,Research Scientist
1309,1,14,,1,11053,08/04/19,2,80,1,Life Sciences,Travel_Rarely,yes,5,85,1,3,720,1,f,Y,1,1,1,Transferred from other dept,4,1,46,3,Research and Development,14882,4,SINGLE,3,0,3,Manufacturing Director
1310,1,23,,1,2036,18/04/13,2,80,1,Other,travel_rarely,No,5,45,0,3,654,0,female,Y,2,2,1,High potential,1,0,41,3,sales,nan,4,Divorsed,4,1,4,Sales Representative
1311,11,14,0,8,26498,04/12/15,3,80,1,Life Sciences,Travel Rarely,N,7,39,1,3,170,N,m,Y,4,4,0,High potential,2,0,36,2,Research&Development,7989,4,Married,3,0,5,Laboratory Technician
1312,15,22,3,0,12273,05-23-2011,1,80,1,Medical,Travel_Rarely,Yes,23,65,0,3,1055,YES,f,Y,4,2,0,High potential,3,2,44,3,human resources,10532,2,MARRIED,4,0,3,Human Resources
1313,8,23,2,4,21692,10/12/05,2,80,1,Medical,Travel Rarely,No,6,53,4,3,1072,No,male,Y,4,4,3,,1,1,49,4,Research & Development,5992,3,S,3,0,4,Laboratory Technician
1314,2,14,2,2,14499,01/05/14,3,80,1,Life Sciences,travel_frequently,Y,6,93,2,3,537,FALSE,FEMALE,Y,4,4,1,,3,0,42,4,HR,11342,3,S,1,2,3,Human Resources
1315,5,17,5,2,13403,26/04/04,4,80,1,Medical,travel_rarely,N,1,85,0,3,1167,N,male,Y,1,3,0,Meets expectations,1,0,37,3,Research and Development,7017,3,Divorsed,4,2,2,Manufacturing Director
1316,14,23,4,1,17037,02/03/22,4,80,1,Medical,Travel_Frequently,NO,1,51,0,3,1395,0,female,Y,3,2,0,Remote worker,1,1,25,1,Research & Development,4097,3,S,4,1,4,Laboratory Technician
1317,11,17,0,3,21039,26/04/12,3,80,1,Medical,Non Travel,N,1,81,3,3,1137,No,M,Y,1,3,2,Average,1,0,27,,R&D,6063,2,married,3,3,3,Healthcare Representative
1318,1,17,1,1,16017,10/04/21,3,80,1,Technical Degree,travel_rarely,no,1,79,1,4,1494,NO,M,Y,1,4,0,Key talent,4,0,34,4,Sale,$14243.0,3,married,4,0,3,Sales Executive
1319,34,17,1,3,19365,07/10/22,4,80,1,Life Sciences,Travel Rarely,N,10,76,0,3,1235,N,M,Y,3,1,0,Average,2,0,31,4,Saless,5547,4,single,4,2,4,Sales Executive
1320,2,12,6,0,16696,01/07/16,4,80,1,Life Sciences,Travel Rarely,No,10,52,0,3,413,0,MALE,Y,3,5,0,Meets expectations,3,0,35,3,Research & Development,9622,4,S,1,0,3,Healthcare Representative
1321,,15,1,0,8447,07/01/05,3,80,1,Human Resources,Travel_Rarely,No,1,48,0,3,584,N,female,Y,3,3,0,Exceeded expectations,1,0,37,3,Sales,$4775.0,4,M,3,0,4,Sales Representative
1322,6,20,2,6,14583,06/05/05,4,80,1,Life Sciences,travel_rarely,NO,14,81,1,3,268,NO,Female,Y,1,2,0,New hire,2,3,41,4,research & development,9668,2,Divorced,3,0,4,Research Scientist
1323,3,12,2,2,2151,23/02/08,3,80,1,Medical,Rarely,No,1,63,0,3,987,1,male,Y,3,3,2,On PIP,2,0,36,3,research & development,8695,3,MARRIED,4,0,3,Laboratory Technician
1324,40,15,1,7,16257,05/08/04,2,80,1,Marketing,travel_frequently,yes,2 km,58,0,3,902,No,MALE,Y,1,2,1,Exceeded expectations,4,0,41,1,SALES,12248,1,married,2,0,3,Sales Executive
1325,0,22,2,0,13486,17/06/17,4,80,1,Life Sciences,Travel_Rarely,NO,2,90,0,3,345,N,M,Y,3,2,0,,3,0,37,,Research&Development,10789,2,M,1,0,3,Healthcare Representative
1326,3,16,3,3,15507,06/01/11,3,80,1,Medical,Travel_Rarely,N,3,64,1,4,365,No,MALE,Y,3,3,2,New hire,3,1,19,1,Research&Development,14026,3,M,2,0,5,Laboratory Technician
1327,4,13,2,4,11514,04-22-2012,3,80,1,Life Sciences,Rarely,Y,2,34,0,3,948,FALSE,M,Y,2,1,1,,1,2,28,4,Sales,$5166.0,1,MARRIED,2,1,3,Sales Representative
1328,6,16,2,0,7648,14/09/12,3,80,1,Life Sciences,Non Travel,N,5,36,0,3,342,FALSE,FEMALE,Y,2,2,0,Top performer,2,0,35,3,Sale,7509,3,Divorsed,2,0,1,Sales Executive
1329,0,15,2,0,3511,17/01/10,2,80,1,Life Sciences,Travel_Rarely,No,4,70,0,3,1423,yes,Male,Y,1,2,0,Exceeded expectations,2,2,26,1,H.R.,nan,3,married,3,0,3,Human Resources
1330,0,14,4,0,20642,04/10/08,2,80,1,Marketing,Travel_Rarely,No,29,31,0,3,1450,NO,M,Y,3,2,0,Remote worker,4,0,42,,sales,15145,1,married,4,0,3,Manager
1331,2,20,1,0,18615,06/11/10,1,80,1,Life Sciences,Rarely,no,1,39,0,3,629,Y,M,Y,1,2,0,Transferred from other dept,1,2,50,3,Research&Development,$4315.0,3,Single,1,0,1,Healthcare Representative
1332,8,19,0,5,21126,08/01/18,2,80,1,Medical,Rarely,Y,1,73,0,3,946,1,male,Y,4,3,5,Remote worker,1,0,47,1,Sales,5753,,Divorsed,3,1,1,Sales Executive
1333,14,21,2,14,26225,13/03/23,2,80,1,Human Resources,No Travel,no,1,99,1,3,1103,FALSE,MALE,Y,1,2,2,Good performer,2,0,35,2,Research&Development,7506,1,S,3,2,3,Research Scientist
1334,11,24,1,10,22846,25/01/18,3,80,1,Medical,Travel_Rarely,N,7,64,1,3,441,NO,f,Y,4,1,4,Transferred from other dept,1,0,50,4,human resources,6078,2,Single,3,0,3,Human Resources
1335,8,18,4,4,9749,08/10/06,4,80,1,Medical,Rarely,NO,1,91,2,3,1372,yes,m,Y,3,1,4,Needs improvement,1,0,38.0 years,3,research & development,5254,2,M,2,1,3,Manufacturing Director
1336,5,22,3,5,2571,04/05/19,4,80,1,Medical,Travel Rarely,no,14,49,1,3,859,0,male,Y,3,0,3,Remote worker,4,1,33.0 years,,Research & Development,14722,2,MARRIED,2,5,2,Manufacturing Director
1337,20,17,3,0,19586,18/06/07,2,80,1,Life Sciences,Travel_Rarely,no,5,64,0,4,897,NO,MALE,Y,4,0,0,New hire,2,0,31,1,Research & Development,6861,2,Married,3,0,2,Manufacturing Director
1338,6,21,5,3,14232,07/12/06,4,80,1,Medical,Rarely,No,5,66,1,3,631,NO,Male,Y,3,4,1,On PIP,4,1,34,2,research & development,12768,3,M,4,3,3,Laboratory Technician
1339,3,11,2,2,11762,22/03/04,3,80,1,Medical,Travel_Frequently,Yes,6,83,2,3,963,N,male,Y,2,3,2,Top performer,3,0,33,4,research & development,12418,1,divorced,1,2,3,Healthcare Representative
1340,9,19,0,2,15217,06/11/12,3,80,1,Other,Travel Rarely,no,1,57,2,3,141,no,F,Y,1,6,2,Average,1,1,38,4,Sale,nan,1,SINGLE,2,1,2,Sales Executive
1341,11,19,2,0,11231,04/10/11,2,80,1,Human Resources,travel_rarely,NO,1 km,99,0,4,1468,N,Female,Y,4,0,0,Good performer,2,0,38,2,Sales,8427,4,D,4,0,3,Sales Executive
1342,5,16,1,5,8609,02-25-2008,3,80,1,Technical Degree,Travel_Rarely,No,3,61,5,4,698,FALSE,MALE,Y,2,4,0,Flight risk,1,1,37,4,research & development,4540,2,Married,3,4,3,Laboratory Technician
1343,0,17,2,0,16629,23/10/05,4,80,1,Technical Degree,Travel_Frequently,Y,7,40,0,3,1384,No,M,Y,3,3,0,Flight risk,4,0,40,2,Sale,15348,3,Married,4,0,1,Manager
1344,0,23,2,0,14273,05/02/22,3,80,1,Medical,Non-Travel,yes,1 km,71,0,3,405,0,m,Y,4,3,0,Average,2,0,47,4,Research & Development,7088,2,M,4,0,2,Manufacturing Director
